administrative_area_level_1,administrative_area_level_2,administrative_area_level_3,administrative_area_level_4,bus_station,co_cnes,country,establishment,floor,hospital,lat,lat_google,lng,lng_google,locality,location_type,neighborhood,political,postal_code,postal_code_suffix,premise,route,street_number,subpremise
São Paulo,São Paulo,,,,2058502.0,Brazil,,,HOSP DO SERV PUB EST FCO MORATO DE OLIVEIRA SAO PAULO,-23.5972799,,-46.65445949999999,,,ROOFTOP,,Vila Clementino,04029-000,,,Rua Pedro de Toledo,1800,
São Paulo,Catanduva,,,,2058626.0,Brazil,,,HOSPITAL PSIQUIATRICO MAHATMA GANDHI,-21.1549585,,-48.971712200000006,,,ROOFTOP,,Jardim Soto,15810-150,,,Rua Duartina,1311,
State of São Paulo,Presidente Prudente,,Conjunto Habitacional Ana,,2058774.0,Brazil,,,HOSPITAL ALLAN KARDEC PRES PRUDENTE,-22.121126,,-51.393006,,Presidente Prudente,APPROXIMATE,,,,,,,,
São Paulo,Presidente Prudente,,,,2058782.0,Brazil,,,HOSPITAL PSIQUIATRICO ESPIRITA BEZERRA DE MENEZES P PRUDENT,-22.15717,,-51.392061,,,GEOMETRIC_CENTER,,Umuarama,19053-680,,,,,
State of São Paulo,Americana,,,,2058790.0,Brazil,,,HOSPITAL MUNICIPAL DR WALDEMAR TEBALDI,-22.741672199999996,,-47.30858320000001,,,GEOMETRIC_CENTER,,,,,,,,
São Paulo,Mauá,,,,2061562.0,Brazil,,,UPA BARAO DE MAUA,-23.6666671,,-46.4290568,,,ROOFTOP,,São João,09340-440,,,Avenida Barão,3567,
São Paulo,São Paulo,,,,2065665.0,Brazil,,,HOSPITAL MATERNIDADE INTERLAGOS,-23.706896,,-46.7019715,,,ROOFTOP,,Jardim Leblon,04802-190,,,Rua Leonor Alvim,211,
São Paulo,São Paulo,,,,2066092.0,Brazil,,,HOSPITAL GERAL DE PEDREIRA,-23.6811512,,-46.67641029999999,,,ROOFTOP,,Vila Campo Grande,04455-170,,,Rua João Francisco de Moura,251,
São Paulo,São Paulo,,,,2066572.0,Brazil,,,HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I SP,-23.608478100000003,,-46.593489399999996,,,ROOFTOP,,Sacomã,04231-030,,,Rua Cônego Xavier,276,
São Paulo,São Paulo,,,,2068974.0,Brazil,,,PAM VARZEA DO CARMO NGA 63 SAO PAULO,-23.556361199999998,,-46.625376700000004,,,ROOFTOP,,Cambuci,01518-020,,,Rua Leopoldo Miguez,327,
São Paulo,São Paulo,,,,2069008.0,Brazil,,,AMBULATORIO DE ESPECIALIDADES DR GERALDO PAULO BOURROUL,-23.548955300000003,,-46.64467929999999,,,ROOFTOP,,República,01050-906,,,Rua Martins Fontes,208,
São Paulo,São Bernardo do Campo,,,,2069776.0,Brazil,,,HOSPITAL E PRONTO SOCORRO CENTRAL,-23.7154563,,-46.5556394,,,ROOFTOP,,Centro,09720-375,,,Rua Secondo Modolin,490,
São Paulo,Catanduva,,,,2070413.0,Brazil,,,HOSPITAL SAO DOMINGOS DE CATANDUVA,-21.1561032,,-48.985330499999996,,,ROOFTOP,,Parque Joaquim Lopes,15800-640,,,Rua Doutor Cervantes Ângulo,255,
São Paulo,São Paulo,,,,2070766.0,Brazil,,,CAISM DR DAVID CAPISTRANO DA COSTA FILHO DA AGUA FUNDA SP,-23.6437618,,-46.6281417,,,ROOFTOP,,Vila Água Funda,04301-002,,,Avenida Miguel Estéfno,3030,
São Paulo,São Paulo,,,,2071371.0,Brazil,,,HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO,-23.5927921,,-46.71092609999999,,,ROOFTOP,,Morumbi,05614-040,,,Rua Doutor Seráfico de Assis Carvalho,34,
São Paulo,São Paulo,,,,2071568.0,Brazil,,,HC DA FMUSP INSTITUTO DO CORACAO INCOR SAO PAULO,-23.5571205,,-46.66772599999999,,,ROOFTOP,,Cerqueira César,05403-900,,,Avenida Doutor Enéas Carvalho de Aguiar,44,
São Paulo,Embu das Artes,,,,2072033.0,Brazil,,,UNIDADE MISTA DE SAUDE DE EMBUGUACU,-23.6488317,,-46.8474631,,,ROOFTOP,,Vila Cercado Grande,06803-905,,,Avenida Elias Yazbek,1415,
State of São Paulo,Miracatu,,,,2072653.0,Brazil,,,UNIDADE HOSPITALAR DE MIRACATU MIRACATU,-24.2859701,,-47.4584548,,Miracatu,APPROXIMATE,,,11850-000,,,,,
São Paulo,São Paulo,,,,2075717.0,Brazil,,,HOSP MUN MATERNIDADE PROF MARIO DEGNI,-23.5781841,,-46.7654498,,,ROOFTOP,,Vila Antonio,05376-010,,,Juventus,562,
São Paulo,São Paulo,,,,2075962.0,Brazil,,,HOSP DA STA CASA DE STO AMARO,-23.650234899999997,,-46.70504260000001,,,ROOFTOP,,Santo Amaro,04733-100,,,Rua Isabel Schmidt,59,
São Paulo,São Paulo,,,,2076896.0,Brazil,,,HOSPITAL SAO LUIZ GONZAGA,-23.4592111,,-46.5824925,,,ROOFTOP,,Vila Nilo,02276-140,,,Rua Michel Ouchana,94,
São Paulo,São Paulo,,,,2076926.0,Brazil,,,HOSPITAL UNIVERSITARIO DA USP SAO PAULO,-23.5650797,,-46.7406904,,,ROOFTOP,,Butantã,05508-000,,,Avenida Professor Lineu Prestes,2565,
São Paulo,São Paulo,,,,2076934.0,Brazil,,,HOSP SOROCABANA,-23.5240009,,-46.701268799999994,,,ROOFTOP,,Lapa,05041-001,,,Rua Faustolo,1633,
São Paulo,Itatinga,,,,2076942.0,Brazil,,,HOSPITAL DE ITATINGA,-23.1026208,,-48.6126709,,,ROOFTOP,,Centro,18690-000,,,PRACA SAO ROQUE,48,
São Paulo,São Paulo,,,,2076985.0,Brazil,,,CASA DA CRIANCA BETINHO,-23.5602125,,-46.532362899999995,,,ROOFTOP,,Vila Carrao,03433-020,,,Rua Vacanga,300,
São Paulo,Embu das Artes,,,,2077078.0,Brazil,,,UNIDADE MISTA E MATERNIDADE CENTRAL,-23.6488317,,-46.8474631,,,ROOFTOP,,Vila Cercado Grande,06803-905,,,Avenida Elias Yazbek,1415,
São Paulo,Guaratinguetá,,,,2077310.0,Brazil,,,HOSPITAL DIA IRMAO ALTINO SAUDE MENTAL,-22.815904,,-45.2004853,,,ROOFTOP,,Campo do Galvão,12505-070,,,Rua Álvares Cabral,381,
São Paulo,São Paulo,,,,2077388.0,Brazil,,,HOSPITAL AMPARO MATERNAL,-23.60011,,-46.643555400000004,,,ROOFTOP,,Vila Clementino,04040-033,,,Rua Loefgren,2189-2317,
São Paulo,São José do Rio Preto,,,,2077396.0,Brazil,,,HOSPITAL DE BASE DE SAO JOSE DO RIO PRETO,-20.8284099,,-49.39707429999999,,,ROOFTOP,,Vila Sao Jose,15090-000,,,Avenida Brigadeiro Faria Lima,5544,
São Paulo,São Paulo,,,,2077418.0,Brazil,,,CAISM PHILIPPE PINEL SAO PAULO,-23.4856943,,-46.7242905,,,ROOFTOP,,Vila Pirituba,02938-000,,,Avenida Raimundo Pereira de Magalhães,5214,
São Paulo,São Paulo,,,,2077426.0,Brazil,,,HOSPITAL ESTADUAL DE VILA ALPINA ORG SOCIAL SECONCI SAO PAUL,-23.5930215,,-46.5612185,,,ROOFTOP,,Jardim Avelino,03227-000,,,Avenida Francisco Falconi,1501,
São Paulo,São Paulo,,,,2077450.0,Brazil,,,HOSP MUN DR JOSE SOARES HUNGRIA,-23.484612,,-46.7276156,,,ROOFTOP,,Jardim Cidade Pirituba,02945-000,,,Avenida Menotti Laudísio,100,
São Paulo,São Paulo,,,,2077469.0,Brazil,,,HOSP DOM ANTONIO DE ALVARENGA,-23.596387300000004,,-46.608880299999996,,,ROOFTOP,,Ipiranga,04263-200,,,Avenida Nazaré,1361,
São Paulo,São Paulo,,,,2077477.0,Brazil,,,HOSP STA MARCELINA SAO PAULO,-23.554771300000002,,-46.46147020000001,,,ROOFTOP,,Vila Carmosina,08270-070,,,Rua Santa Marcelina,177,
São Paulo,São Paulo,,,,2077485.0,Brazil,,,HOSPITAL SAO PAULO HOSPITAL DE ENSINO DA UNIFESP SAO PAULO,-23.5975141,,-46.6436104,,,ROOFTOP,,Vila Clementino,04024-002,,,Rua Napoleão de Barros,715,
São Paulo,São Paulo,,,,2077493.0,Brazil,,,HOSPITAL GERAL DE SAO MATEUS SAO PAULO,-23.5945818,,-46.486686999999996,,,ROOFTOP,,Cidade São Mateus,03958-000,,,Rua Ângelo de Cândia,540/541,
São Paulo,São Paulo,,,,2077507.0,Brazil,,,HOSPITAL BANDEIRANTES,-23.558191,,-46.63477289999999,,,ROOFTOP,,Liberdade,01507-000,,,Rua Barão de Iguape,209,
São Paulo,São Paulo,,,,2077523.0,Brazil,,,UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP,-23.5842652,,-46.6116355,,,ROOFTOP,,Vila Monumento,04262-000,,,Avenida Nazaré,28,
São Paulo,São Paulo,,,,2077531.0,Brazil,,,A C CAMARGO CANCER CENTER,-23.565353100000003,,-46.635131,,,ROOFTOP,,Liberdade,01525-001,,,Rua Tamandaré,753,
São Paulo,Águas de Lindóia,,,,2077558.0,Brazil,,,HOSPITAL GERAL DR FRANCISCO TOZZI AGUAS DE LINDOIA,-22.4736418,,-46.6342968,,,ROOFTOP,,Jardim São Francisco,13940-000,,,Rua Santa Catarina,158,
São Paulo,São Paulo,,,,2077574.0,Brazil,,,CONJUNTO HOSPITALAR DO MANDAQUI SAO PAULO,-23.4849265,,-46.6315935,,,ROOFTOP,,Santana,2432,,,Rua Voluntários da Pátria,4301,
São Paulo,São Paulo,,,,2077590.0,Brazil,,,INST BRASILEIRO DE CONTROLE DO CANCER IBCC,-23.547329100000002,,-46.600257899999995,,,ROOFTOP,,Brás,03102-002,,,Avenida Alcântara Machado,2576,
São Paulo,São Paulo,,,,2077620.0,Brazil,,,HOSPITAL GERAL SANTA MARCELINA DE ITAIM PAULISTA SAO PAULO,-23.492381299999998,,-46.38926420000001,,,ROOFTOP,,Itaim Paulista,08115-100,,,Avenida Marechal Tito,6035,
São Paulo,São Paulo,,,,2077639.0,Brazil,,,HOSP MUN PROF DR WALDOMIRO DE PAULA,-23.5309573,,-46.4449297,,,ROOFTOP,,Itaquera,08210-590,,,Rua Augusto Carlos Bauman,1074,
São Paulo,Adamantina,,,,2077647.0,Brazil,,,SANTA CASA DE ADAMANTINA,-21.692932100000004,,-51.07084210000001,,,ROOFTOP,,Vila Cicma,17800-000,,,Rua Joaquim Luís Vian,209,
São Paulo,São Paulo,,,,2077671.0,Brazil,,,HOSPITAL GERAL DO GRAJAU PROF LIBER JOHN ALPHONSE DI DIO SP,-23.729083,,-46.690901000000004,,,ROOFTOP,,Parque das Nações,04822-030,,,Rua Francisco Octávio Pacca,180,
São Paulo,São Paulo,,,,2077701.0,Brazil,,,HOSPITAL E MATERNIDADE LEONOR MENDES DE BARROS SAO PAULO,-23.535934,,-46.588712,,,ROOFTOP,,Belenzinho,03064-000,,,Avenida Celso Garcia,2477,
São Paulo,São Paulo,,,,2077752.0,Brazil,,,HOSP MONUMENTO CEHM,-23.594225100000003,,-46.5967872,,,ROOFTOP,,Ipiranga,03584-000,,,Rua Lima e Silva,985,
São Paulo,São Paulo,,,,2077957.0,Brazil,,,CENTRO DE REFERENCIA E TREINAMENTO DSTAIDS SAO PAULO,-23.596873000000002,,-46.635808000000004,,,ROOFTOP,,Vila Mariana,04121-000,,,Rua Santa Cruz,81,
São Paulo,São Paulo,,,,2078015.0,Brazil,,,HC DA FMUSP HOSPITAL DAS CLINICAS SAO PAULO,-23.557450600000003,,-46.66990149999999,,,ROOFTOP,,Cerqueira César,05403-000,,,Avenida Doutor Enéas Carvalho de Aguiar,255,
São Paulo,Ribeirão Preto,,,,2078031.0,Brazil,,,HOSPITAL SANTA TEREZA DE RIBEIRAO PRETO,-21.2058434,,-47.82846179999999,,,ROOFTOP,,Jardim Sumare,14026-390,,,Avenida Adelmo Perdizza,495,
São Paulo,Leme,,,,2078074.0,Brazil,,,SANTA CASA DE LEME,-22.1899384,,-47.392191,,,ROOFTOP,,Jardim Amália,13610-970,,,Rua Padre Julião,1213,
São Paulo,Itapevi,,,,2078104.0,Brazil,,,HOSPITAL GERAL DE ITAPEVI,-23.5379257,,-46.9427503,,,ROOFTOP,,Jardim Nova Itapevi,06694-230,,,Rua Jesuino Joaquim da Silva,S/n,
São Paulo,Sales Oliveira,,,,2078112.0,Brazil,,,HOSPITAL SANTA RITA SALES DE OLIVEIRA,-20.771477700000002,,-47.835548100000004,,,ROOFTOP,,CENTRO,14660-000,,,Rua Sete de Setembro,589,
São Paulo,Presidente Venceslau,,,,2078139.0,Brazil,,,SANTA CASA DE PRESIDENTE VENCESLAU,-21.871543600000003,,-51.8412825,,,ROOFTOP,,Centro,19400-000,,,Rua Antônio Vila Nova,66,
São Paulo,Santo Antônio da Alegria,,,,2078198.0,Brazil,,,UNIDADE MISTA DE SANTO ANTONIO DA ALEGRIA,-21.091031899999997,,-47.15195,,Santo Antônio da Alegria,APPROXIMATE,,,14390-000,,,,,
São Paulo,Piedade,,,,2078236.0,Brazil,,,HOSPITAL PSIQUIATRICO VALE DAS HORTENCIAS PIEDADE,-23.826542899999996,,-47.3835323,,,GEOMETRIC_CENTER,,,18170-000,,,Estr. Municipal,,
São Paulo,Birigui,,,,2078252.0,Brazil,,,SANTA CASA DE BIRIGUI,-21.2821465,,-50.335932899999996,,,ROOFTOP,,Patrimonio Silvares,16201-000,,,Rua Doutor Carlos Carvalho Rosa,115,
São Paulo,São Paulo,,,,2078287.0,Brazil,,,CENTRO DE REFERENCIA DA SAUDE DA MULHER SAO PAULO,-23.551406600000004,,-46.64442880000001,,,GEOMETRIC_CENTER,,Bela Vista,01312-000,,,Rua Santo Antônio,,
São Paulo,Taquaritinga,,,,2078295.0,Brazil,,,SANTA CASA DE TAQUARITINGA,-21.404730800000003,,-48.5044607,,,ROOFTOP,,Centro,15900-037,,,Praça Doutor José Furiatti,153,
São Paulo,São Paulo,,,,2078325.0,Brazil,,,HOSP MUN INFANTIL MENINO JESUS,-23.5602035,,-46.6473659,,,ROOFTOP,,Bela Vista,01329-010,,,Rua dos Franceses,250,
São Paulo,Monte Mor,,,,2078341.0,Brazil,,,ASSOCIACAO HOSPITAL BENEFICENTE SAGRADO CORACAO DE JESUS,-22.950487399999997,,-47.30620709999999,,,ROOFTOP,,Centro,13190-000,,,Avenida Jânio Quadros,1000,
São Paulo,Guaíra,,,,2078414.0,Brazil,,,SANTA CASA DE GUAIRA,-20.3258339,,-48.318464899999995,,,ROOFTOP,,Centro,14790-000,,,Rua Vinte e Quatro,872,
São Paulo,Pedreira,,,,2078422.0,Brazil,,,FUNBEPE PEDREIRA,-22.7446584,,-46.9174599,,,ROOFTOP,,Vila Canesso,13920-000,,,Rua Henriqueta Rondelo Canesso,161,
São Paulo,Patrocínio Paulista,,,,2078449.0,Brazil,,,SANTA CASA DE PATROCINIO PAULISTA,-20.642799399999998,,-47.2813945,,,ROOFTOP,,Centro,14415-000,,,Rua Cônego Peregrino,1280,
São Paulo,Campinas,,,,2078465.0,Brazil,,,REAL SOCIEDADE PORTUGUESA DE BENEFICENCIA,-22.904051899999995,,-47.0683876,,,ROOFTOP,,Centro,13013-101,,,Rua Onze de Agosto,557,
São Paulo,Penápolis,,,,2078503.0,Brazil,,,SANTA CASA DE PENAPOLIS,-21.423325,,-50.072157700000005,,,ROOFTOP,,Centro,16300-000,,,Avenida Santa Casa,566,
São Paulo,Ilha Solteira,,,,2078511.0,Brazil,,,HOSPITAL REGIONAL DE ILHA SOLTEIRA,-20.4313938,,-51.33925079999999,,,ROOFTOP,,,15385-000,,,Alameda Bahia,618,
São Paulo,São Bento do Sapucaí,,,,2078546.0,Brazil,,,SANTA CASA SAO BENTO DO SAPUCAI,-22.686975,,-45.7303508,,,ROOFTOP,,Centro,12490-000,,,Praça General Marcondes Salgado,34,
São Paulo,Itaquaquecetuba,,,,2078562.0,Brazil,,,HOSPITAL GERAL DE ITAQUAQUECETUBA,-23.4722592,,-46.3460864,,,ROOFTOP,,Jardim Nova Itaqua,08599-280,,,Rua Rio Negro,48,
São Paulo,São Paulo,,,,2078570.0,Brazil,,,HOSPITAL JOAO EVANGELISTA,-23.472680399999998,,-46.6157349,,,ROOFTOP,,Tucuruvi,02340-000,,,Avenida Nova Cantareira,3050,
São Paulo,São Paulo,,,,2078589.0,Brazil,,,HOSPITAL E MATERNIDADE SANTA MARIA CRUZ AZUL,-23.565920300000002,,-46.62215379999999,,,ROOFTOP,,Cambuci,01538-900,,,Avenida Lins de Vasconcelos,356,
São Paulo,Araçatuba,,,,2078775.0,Brazil,,,SANTA CASA DE ARACATUBA HOSPITAL SAGRADO CORACAO DE JESUS,-21.2079598,,-50.43029629999999,,,ROOFTOP,,Vila Mendonca,16015-030,,,Rua Conselheiro Oscár Rodrigues Alves,1092,
São Paulo,Cajati,,,,2078805.0,Brazil,,,HOSPITAL MUNICIPAL REYNALDO GUERRA CAJATI,-24.7224127,,-48.1104223,,,ROOFTOP,,Jardim Ribeira,11950-000,,,Rua Antônio Domingues Brecho,116,
São Paulo,Sorocaba,,,,2078813.0,Brazil,,,HOSPITAL OFTALMOLOGICO DE SOROCABA,-23.5154692,,-47.4601693,,,ROOFTOP,,Jardim Emilia,18031-060,,,Praça Nabek Shiroma,210,
São Paulo,Amparo,,,,2078848.0,Brazil,,,SANTA CASA ANNA CINTRA,-22.6970126,,-46.76831,,,ROOFTOP,,Centro,13901-310,,,Rua Ana Cintra,332,
São Paulo,Cotia,,,,2078856.0,Brazil,,,HOSPITAL DA GRACA COTIA,-23.6447915,,-46.9145158,,,ROOFTOP,,Bairro Jardim Nossa Senhora das Graças,06722-500,,,Estrada do Dae,39,
São Paulo,Pilar do Sul,,,,2078902.0,Brazil,,,SANTA CASA PILAR DO SUL,-23.8107452,,-47.7286782,,,ROOFTOP,,Campo Grande,18185-000,,,Avenida Papa João XXIII,1038,
São Paulo,Aparecida d'Oeste,,,,2078937.0,Brazil,,,SANTA CASA DE APARECIDA DOESTE,-20.4500685,,-50.87913229999999,,,ROOFTOP,,Centro,15735-000,,,Rua São Paulo,1235,
São Paulo,Campinas,,,,2079003.0,Brazil,,,SERVICO DE SAUDE DR CANDIDO FERREIRA,-22.8744058,,-46.9706954,,,ROOFTOP,,Sousas,13106-042,,,Rua Antônio Prado,430,
São Paulo,São Paulo,,,,2079011.0,Brazil,,,HOSPITAL LEITO IRMA ANETTE MARLENE FERNANDES DE MELLO,-23.658174600000002,,-46.80492659999999,,,ROOFTOP,,Jardim Vazame,06814-310,,,Rua São Lucas,235,
State of São Paulo,Roseira,,,,2079046.0,Brazil,,,UNIDADE MISTA DE SAUDE DE ROSEIRA DR PAULO GUIMARAES CASTRO,-22.9008073,,-45.3089655,,,APPROXIMATE,,,,,,,,
São Paulo,Murutinga do Sul,,,,2079054.0,Brazil,,,SANTA CASA DE MURUTINGA DO SUL,-20.988296,,-51.2788792,,,ROOFTOP,,,16950-000,,,Rua Orlando Molina,187,
São Paulo,Capão Bonito,,,,2079097.0,Brazil,,,SANTA CASA DE CAPAO BONITO,-24.0074617,,-48.3469744,,,ROOFTOP,,,18300-230,,,Rua Dona Auta de Camargo Lírio,51,
São Paulo,Ribeirão Preto,,,,2079119.0,Brazil,,,CENTRO DE REF DA SAUDE DA MULHER DE R PRETO MATER,-21.1227955,,-47.7915224,,,ROOFTOP,,Quintino Facci II,14070-000,,,Avenida Wanderley Taffo,330,
São Paulo,Tatuí,,,,2079135.0,Brazil,,,SANTA CASA DE MISERICORDIA DE TATUI,-23.352219199999997,,-47.84477039999999,,,ROOFTOP,,Centro,18270-400,,,Rua Maneco Pereira,299,
São Paulo,Campos do Jordão,,,,2079143.0,Brazil,,,SANATORIO S3 CAMPOS DO JORDAO,-22.7437608,,-45.6251264,,,ROOFTOP,,Vila Maria Santa Cruz,12460-000,,,Rua Harry M. Levin,925,
São Paulo,Américo Brasiliense,,,,2079194.0,Brazil,,,HOSPITAL NESTOR GOULART REIS AMERICO BRASILIENSE,-21.7401452,,-48.121697600000005,,,ROOFTOP,,Centro,14820-000,,,Alameda Aldo Lupo,1620,
São Paulo,Mogi Mirim,,,,2079208.0,Brazil,,,LAR ESPIRITA MARIA DE NAZARE MOJI MIRIM,-22.430185199999997,,-46.970859499999996,,,ROOFTOP,,Parque da Imprensa,13806-305,,,Avenida Nelson Patelli,79,
São Paulo,Castilho,,,,2079216.0,Brazil,,,HOSPITAL E MATERNIDADE JOSE FORTUNA,-20.872289499999997,,-51.48709229999999,,,ROOFTOP,,,16920-000,,,Avenida Samira Zahr,457,
São Paulo,São Paulo,,,,2079240.0,Brazil,,,HOSPITAL GERAL JESUS TEIXEIRA DA COSTA GUAIANASES SAO PAULO,-23.5524756,,-46.4051716,,,ROOFTOP,,Jardim Sao Paulo(Zona Leste),08461-110,,,Avenida Miguel Achiole da Fonseca,135,
São Paulo,Ribeirão Preto,,,,2079275.0,Brazil,,,HOSPITAL SAO FRANCISCO RIBEIRAO PRETO,-21.1854565,,-47.8089934,,,ROOFTOP,,Centro,14015-130,,,Rua Bernardino de Campos,912,
São Paulo,Panorama,,,,2079283.0,Brazil,,,SANTA CASA DE PANORAMA,-21.3634094,,-51.8595634,,,ROOFTOP,,Centro,17980-000,,,Rua Manoel Fernandes da Cunha,512,
São Paulo,Palmeira D'Oeste,,,,2079291.0,Brazil,,,SANTA CASA DE PALMEIRA DOESTE,-20.4182273,,-50.7616953,,,ROOFTOP,,Centro,15720-000,,,Avenida Carlos Gomes,4929,
São Paulo,Cabreúva,,,,2079313.0,Brazil,,,HOSPITAL SAO ROQUE CABREUVA,-23.3085443,,-47.132811600000004,,,ROOFTOP,,Centro,13315-000,,,Praça Comendador Martins,S/N,
São Paulo,Sorocaba,,,,2079321.0,Brazil,,,HOSPITAL GPACI SOROCABA,-23.5139717,,-47.464332899999995,,,ROOFTOP,,Jardim Faculdade,18030-220,,,Rua Coronel José Pedro de Oliveira,678,
São Paulo,Igarapava,,,,2079348.0,Brazil,,,SANTA CASA DE IGARAPAVA,-20.0355505,,-47.7499105,,,ROOFTOP,,Centro,14540-000,,,Rua Coronel Francisco Martins,769,
São Paulo,Tanabi,,,,2079356.0,Brazil,,,SANTA CASA DE TANABI,-20.6275881,,-49.6525849,,,ROOFTOP,,,15170-000,,,Avenida da Saudade,"634, Centro",
São Paulo,Serrana,,,,2079364.0,Brazil,,,SANTA CASA DE MISERICORDIA DE SERRANA,-21.2128285,,-47.599956299999995,,,ROOFTOP,,Centro,14150-000,,,Rua João Antônio Terçariol,67,
São Paulo,Salesópolis,,,,2079380.0,Brazil,,,SANTA CASA DE SALESOPOLIS,-23.5292991,,-45.84697,,,ROOFTOP,,Centro,08970-000,,,Pc Pe João Menedes,31,
São Paulo,Tabatinga,,,,2079399.0,Brazil,,,SANTA CASA DE MISERICORDIA TABATINGA SP,-21.738413199999997,,-48.685459200000004,,,ROOFTOP,,Vila Rossini,14910-000,,,Rua Catanduva,206,
São Paulo,Boa Esperança do Sul,,,,2079402.0,Brazil,,,SANTA CASA SAO VICENTE DE PAULO BOA ESPERANCA DO SUL,-21.9874574,,-48.38684129999999,,,ROOFTOP,,Centro,14930-000,,,Rua Duque de Caxias,379,
São Paulo,Guarulhos,,,,2079410.0,Brazil,,,COMPLEXO HOSPITALAR PADRE BENTO DE GUARULHOS,-23.4654754,,-46.5508621,,,ROOFTOP,,Gopouva,07051-000,,,Avenida Emílio Ribas,1819,
São Paulo,Salto de Pirapora,,,,2079429.0,Brazil,,,SANTA CASA SALTO DE PIRAPORA,-23.6557843,,-47.5740845,,,ROOFTOP,,Centro,18160-000,,,Avenida Carlos Chagas,67,
São Paulo,Maracaí,,,,2079437.0,Brazil,,,HOSPITAL BENEFICENTE DE MARACAI,-22.612576899999997,,-50.6665386,,,ROOFTOP,,Centro,19840-000,,,Avenida José Bonifácio,382,
São Paulo,Buritama,,,,2079461.0,Brazil,,,SANTA CASA DE MISERICORDIA SAO FRANCISCO BURITAMA,-21.0697313,,-50.1499211,,,ROOFTOP,,,15290-000,,,Rua Guilherme Guerbas,353,
São Paulo,Cravinhos,,,,2079496.0,Brazil,,,SANTA CASA DE CRAVINHOS,-21.3373188,,-47.7323738,,,ROOFTOP,,Centro,14140-000,,,Avenida Rita Candida Nogueira,38,
São Paulo,Cunha,,,,2079518.0,Brazil,,,SANTA CASA DE MIS E MATERNIDADE N SRA DA CONCEICAO CUNHA,-23.0796528,,-44.961274200000005,,,ROOFTOP,,,12530-000,,,Avenida Padre Rodolfo,320,
São Paulo,Santa Adélia,,,,2079550.0,Brazil,,,SANTA CASA DE SANTA ADELIA,-21.245877899999996,,-48.80791139999999,,,ROOFTOP,,Vila Toninho,15950-000,,,Avenida Duque de Caxias,168,
São Paulo,São Paulo,,,,2079569.0,Brazil,,,HOSPITAL SAO PAULO,-23.5975141,,-46.6436104,,,ROOFTOP,,Vila Clementino,04024-002,,,Rua Napoleão de Barros,715,
São Paulo,Campos do Jordão,,,,2079585.0,Brazil,,,CASA DA CRIANCA HOSPITAL INFANTIL CAMPOS DO JORDAO,-22.742670800000003,,-45.5919974,,,ROOFTOP,,Abernéssia,12460-000,,,Rua Monsenhor José Vita,321,
São Paulo,Registro,,,,2079593.0,Brazil,,,HOSPITAL SAO JOAO REGISTRO,-24.487184699999997,,-47.8466966,,,ROOFTOP,,Centro,11900-000,,,Rua Kiheiji Nasuno,165,
São Paulo,Ibiúna,,,,2079615.0,Brazil,,,HOSPITAL MUNICIPAL DE IBIUNA IBIUNA SP,-23.6495988,,-47.2177125,,,ROOFTOP,,Jardim Áurea,18150-000,,,Avenida Gabriel Monteiro da Silva,888,
São Paulo,Ourinhos,,,,2079631.0,Brazil,,,INSTITUTO AGNES DE LEAO,-22.9619271,,-49.8857902,,,ROOFTOP,,Jardim Santa Fe,19910,,,Rua Paschoal Henrique,400,
São Paulo,Neves Paulista,,,,2079682.0,Brazil,,,SANTA CASA DE NEVES PAULISTA,-20.8504999,,-49.63109590000001,,,ROOFTOP,,Centro,15120-000,,,Rua Floriano Peixoto,95,
São Paulo,São Luís do Paraitinga,,,,2079690.0,Brazil,,,SANTA CASA DE MISERICORDIA DE SAO LUIZ DO PARAITINGA,-23.2254389,,-45.3077057,,,ROOFTOP,,Centro,12140-000,,,Pc Cel Theodoro Coelho,48,
São Paulo,Socorro,,,,2079704.0,Brazil,,,HOSPITAL DR RENATO SILVA DE SOCORRO,-22.5984112,,-46.529534999999996,,,ROOFTOP,,,13960-000,,,Avenida Doutor Renato Silva,129,
São Paulo,Santos,,,,2079720.0,Brazil,,,HOSPITAL GUILHERME ALVARO SANTOS,-23.963225,,-46.319539,,,ROOFTOP,,Boqueirão,11045-904,,,Rua Oswaldo Cruz,197,
São Paulo,Araraquara,,,,2079763.0,Brazil,,,CASA CAIRBAR SCHUTEL,-21.8111226,,-48.14851609999999,,,ROOFTOP,,Jardim Arco-Iris,14808-362,,,Avenida Caibar Schutel,454,
São Paulo,Campinas,,,,2079798.0,Brazil,,,HOSPITAL DAS CLINICAS DA UNICAMP DE CAMPINAS,-22.8269585,,-47.064116,,,ROOFTOP,,Cidade Universitária,13083-888,,,Rua Vital Brasil,251,
São Paulo,Santa Branca,,,,2079801.0,Brazil,,,SANTA CASA DE SANTA BRANCA,-23.399019199999998,,-45.8871395,,,ROOFTOP,,Centro,12380-000,,,Praça Rui Barbosa,109,
São Paulo,Taboão da Serra,,,,2079828.0,Brazil,,,HOSPITAL GERAL PIRAJUSSARA TABOAO DA SERRA,-23.6405883,,-46.8101223,,,ROOFTOP,,Parque Industrial Daci,06785-300,,,Avenida Ibirama,1214,
